Genus,Species,Tissue,LATITUDE,LONGITUDE,DATE,SAMPLE_TYP,NUMBER_IN_,MEAN_LENGT,TOTAL_LENG,MEAN_WEIGH,TOTAL_WEIG,MERCURY_BA,HG_CONCENT,FILLET_CON,DRY_WET_CO,WET_FILLET
Catostomus,commersoni,Whole body,44.40361,-69.66472,1993-07-01,Composite,5,427,,814,,Wet,0.17,0.24285,,0.24285
Catostomus,commersoni,Whole body,45.45611,-69.67889,1993-06-01,Composite,2,265,,210,,Wet,0.061,0.08714,,0.08714
Salvelinus,fontinalis,"Fillet, skin off",45.45611,-69.67889,1993-06-01,Composite,5,277,,236,,Wet,0.26,,,0.26
Salvelinus,fontinalis,Whole body,45.45611,-69.67889,1993-06-01,Composite,5,279,,184,,Wet,0.22,0.31428,,0.31428
Micropterus,salmoides,"Fillet, skin off",44.465,-69.70556,1993-06-01,Composite,5,299,,362,,Wet,0.37,,,0.37
Micropterus,salmoides,Whole body,44.465,-69.70556,1993-06-01,Composite,5,294,,355,,Wet,0.26,0.37142,,0.37142
Salvelinus,fontinalis,"Fillet, skin off",45.43889,-69.73667,1993-06-01,Composite,4,258,,150,,Wet,0.09,,,0.09
Salvelinus,fontinalis,Whole body,45.43889,-69.73667,1993-06-01,Composite,4,272,,145,,Wet,0.064,0.09142,,0.09142
Catostomus,commersoni,Whole body,45.43889,-69.73667,1993-06-01,Composite,5,478,,1238,,Wet,0.16,0.22857,,0.22857
Salmo,trutta,"Fillet, skin off",43.95111,-69.77028,1993-07-01,Composite,3,428,,872,,Wet,0.37,,,0.37
Salmo,trutta,Whole body,43.95111,-69.77028,1993-07-01,Composite,3,416,,773,,Wet,0.55,0.78571,,0.78571
Catostomus,commersoni,Whole body,43.95111,-69.77028,1993-07-01,Composite,5,392,,675,,Wet,0.16,0.22857,,0.22857
Perca,flavescens,"Fillet, skin off",43.86861,-69.78,1993-06-01,Composite,5,210,,88,,Wet,0.19,,,0.19
Perca,flavescens,Whole body,43.86861,-69.78,1993-06-01,Composite,5,209,,84,,Wet,0.16,0.22857,,0.22857
Micropterus,dolomieui,Whole body,44.61083,-69.78139,1993-05-01,Composite,3,376,,737,,Wet,0.8,1.14286,,1.14286
Micropterus,dolomieui,"Fillet, skin off",44.61083,-69.78139,1993-05-01,Composite,4,350,,506,,Wet,0.94,,,0.94
Ictalurus,nebulosus,Whole body,44.61083,-69.78139,1993-05-01,Composite,5,312,,583,,Wet,0.06,0.08571,,0.08571
Salvelinus,fontinalis,Whole body,45.22917,-69.87361,1993-05-01,Composite,3,203,,76,,Wet,0.18,0.25714,,0.25714
Salvelinus,fontinalis,"Fillet, skin off",45.22917,-69.87361,1993-05-01,Composite,4,198,,71,,Wet,0.05,,,0.05
Catostomus,commersoni,Whole body,45.22917,-69.87361,1993-05-01,Composite,5,394,,632,,Wet,0.21,0.3,,0.3
Perca,flavescens,"Fillet, skin off",44.37083,-69.91639,1993-06-01,Composite,5,294,,366,,Wet,0.23,,,0.23
Catostomus,commersoni,Whole body,44.37083,-69.91639,1993-06-01,Composite,5,397,,729,,Wet,0.63,0.9,,0.9
Perca,flavescens,Whole body,44.37083,-69.91639,1993-06-01,Composite,5,286,,346,,Wet,0.12,0.17142,,0.17142
Salmo,trutta,"Fillet, skin off",44.25278,-69.94167,1993-07-01,Composite,5,391,,581,,Wet,0.29,,,0.29
Salmo,trutta,Whole body,44.25278,-69.94167,1993-07-01,Composite,5,384,,539,,Wet,0.78,1.11429,,1.11429
Catostomus,commersoni,Whole body,44.25278,-69.94167,1993-07-01,Composite,5,422,,897,,Wet,0.1,0.14285,,0.14285
Perca,flavescens,"Fillet, skin off",44.21556,-69.94639,1993-05-01,Composite,5,230,,133,,Wet,0.23,,,0.23
Perca,flavescens,Whole body,44.21556,-69.94639,1993-05-01,Composite,5,234,,152,,Wet,0.19,0.27142,,0.27142
Salvelinus,namaycush,"Fillet, skin off",44.93167,-69.94944,1993-07-01,Composite,3,517,,1145,,Wet,0.57,,,0.57
Salvelinus,namaycush,Whole body,44.93167,-69.94944,1993-07-01,Composite,3,507,,1073,,Wet,0.85,1.21429,,1.21429
Catostomus,commersoni,Whole body,44.93167,-69.94944,1993-08-01,Composite,3,501,,1343,,Wet,0.22,0.31428,,0.31428
Salmo,salar,"Fillet, skin off",45.12556,-69.99139,1993-09-01,Composite,5,376,,490,,Wet,0.22,,,0.22
Catostomus,commersoni,Whole body,45.12556,-69.99139,1993-09-01,Composite,5,360,,451,,Wet,0.51,0.72857,,0.72857
Salmo,salar,Whole body,45.12556,-69.99139,1993-09-01,Composite,5,400,,628,,Wet,0.25,0.35714,,0.35714
Salmo,trutta,"Fillet, skin off",44.52111,-69.99333,1993-08-01,Composite,4,365,,544,,Wet,0.35,,,0.35
Salmo,trutta,Whole body,44.52111,-69.99333,1993-08-01,Composite,4,363,,511,,Wet,0.32,0.45714,,0.45714
Catostomus,commersoni,Whole body,44.52111,-69.99333,1993-08-01,Composite,5,451,,986,,Wet,0.22,0.31428,,0.31428
Salvelinus,fontinalis,Whole body,45.87083,-70.00028,1993-06-01,Composite,3,349,,453,,Wet,0.59,0.84285,,0.84285
Salvelinus,fontinalis,"Fillet, skin off",45.87083,-70.00028,1993-06-01,Composite,4,340,,385,,Wet,0.79,,,0.79
Catostomus,commersoni,Whole body,45.87083,-70.00028,1993-06-01,Composite,5,381,,474,,Wet,0.23,0.32857,,0.32857
Perca,flavescens,Whole body,45.62222,-70.03556,1993-10-01,Composite,3,241,,133,,Wet,0.28,0.4,,0.4
Perca,flavescens,"Fillet, skin off",45.62222,-70.03556,1993-10-01,Composite,4,203,,78,,Wet,0.21,,,0.21
Catostomus,commersoni,Whole body,45.62222,-70.03556,1993-10-01,Composite,5,415,,626,,Wet,0.6,0.85714,,0.85714
Catostomus,commersoni,Whole body,45.80444,-70.11944,1993-06-01,Composite,5,297,,216,,Wet,0.2,0.28571,,0.28571
Salvelinus,fontinalis,Whole body,45.74611,-70.12417,1993-06-01,Composite,2,284,,325,,Wet,0.57,0.81428,,0.81428
Salvelinus,fontinalis,"Fillet, skin off",45.74611,-70.12417,1993-06-01,Composite,3,291,,333,,Wet,0.36,,,0.36
Catostomus,commersoni,Whole body,45.74611,-70.12417,1993-06-01,Composite,5,400,,640,,Wet,0.12,0.17142,,0.17142
Micropterus,salmoides,"Fillet, skin off",44.59861,-70.17611,1993-06-01,Composite,5,272,,295,,Wet,0.36,,,0.36
Micropterus,salmoides,Whole body,44.59861,-70.17611,1993-06-01,Composite,5,273,,309,,Wet,0.35,0.5,,0.5
Catostomus,commersoni,Whole body,44.59861,-70.17611,1993-06-01,Composite,5,395,,673,,Wet,0.24,0.34285,,0.34285
Micropterus,dolomieui,Whole body,44.4325,-70.22083,1993-05-01,Composite,4,306,,476,,Wet,0.42,0.6,,0.6
Micropterus,dolomieui,"Fillet, skin off",44.4325,-70.22083,1993-05-01,Composite,5,293,,317,,Wet,0.44,,,0.44
Catostomus,commersoni,Whole body,44.4325,-70.22083,1993-05-01,Composite,5,445,,865,,Wet,0.093,0.13285,,0.13285
Salvelinus,namaycush,"Fillet, skin off",44.6575,-70.23972,1993-07-01,Composite,5,427,,698,,Wet,0.16,,,0.16
Salvelinus,namaycush,Whole body,44.6575,-70.23972,1993-07-01,Composite,5,459,,783,,Wet,0.31,0.44285,,0.44285
Catostomus,commersoni,Whole body,44.6575,-70.23972,1993-07-01,Composite,5,438,,885,,Wet,0.31,0.44285,,0.44285
Morone,americana,"Fillet, skin off",44.28194,-70.26944,1993-05-01,Composite,5,276,,286,,Wet,0.41,,,0.41
Morone,americana,Whole body,44.28194,-70.26944,1993-05-01,Composite,5,280,,296,,Wet,0.35,0.5,,0.5
Catostomus,commersoni,Whole body,44.28194,-70.26944,1993-05-01,Composite,5,394,,600,,Wet,0.13,0.18571,,0.18571
Perca,flavescens,"Fillet, skin off",45.45833,-70.30556,1993-06-01,Composite,5,258,,148,,Wet,0.18,,,0.18
Perca,flavescens,Whole body,45.45833,-70.30556,1993-06-01,Composite,5,255,,150,,Wet,0.15,0.21428,,0.21428
Catostomus,commersoni,Whole body,45.45833,-70.30556,1993-06-01,Composite,5,409,,880,,Wet,0.002,0.00285,,0.00285
Micropterus,dolomieui,"Fillet, skin off",44.42028,-70.32278,1993-07-01,Composite,5,340,,562,,Wet,0.57,,,0.57
Catostomus,commersoni,Whole body,44.42028,-70.32278,1993-07-01,Composite,5,448,,1065,,Wet,0.54,0.77142,,0.77142
Micropterus,dolomieui,Whole body,44.42028,-70.32278,1993-07-01,Composite,5,342,,571,,Wet,0.53,0.75714,,0.75714
Esox,niger,"Fillet, skin off",43.82,-70.32833,1993-05-01,Composite,5,480,,713,,Wet,1.22,,,1.22
Esox,niger,Whole body,43.82,-70.32833,1993-05-01,Composite,5,437,,470,,Wet,0.8,1.14286,,1.14286
Perca,flavescens,"Fillet, skin off",45.63667,-70.34444,1993-10-01,Composite,5,216,,118,,Wet,0.25,,,0.25
Perca,flavescens,Whole body,45.63667,-70.34444,1993-10-01,Composite,5,223,,120,,Wet,0.36,0.51428,,0.51428
Catostomus,commersoni,Whole body,45.63667,-70.34444,1993-10-01,Composite,5,378,,550,,Wet,0.26,0.37142,,0.37142
Salmo,trutta,"Fillet, skin off",44.04028,-70.35861,1993-07-01,Composite,3,429,,965,,Wet,1.25,,,1.25
Salmo,trutta,Whole body,44.04028,-70.35861,1993-07-01,Composite,3,366,,538,,Wet,0.42,0.6,,0.6
Catostomus,commersoni,Whole body,44.04028,-70.35861,1993-07-01,Composite,5,487,,1340,,Wet,0.17,0.24285,,0.24285
Micropterus,dolomieui,"Fillet, skin off",44.32861,-70.40028,1993-05-01,Composite,4,412,,1005,,Wet,0.62,,,0.62
Micropterus,dolomieui,Whole body,44.32861,-70.40028,1993-05-01,Composite,4,420,,1109,,Wet,0.32,0.45714,,0.45714
Catostomus,commersoni,Whole body,44.32861,-70.40028,1993-05-01,Composite,5,487,,1315,,Wet,0.12,0.17142,,0.17142
Salvelinus,fontinalis,"Fillet, skin off",44.89778,-70.54278,1993-06-01,Composite,3,213,,108,,Wet,0.1,,,0.1
Salvelinus,fontinalis,Whole body,44.89778,-70.54278,1993-06-01,Composite,3,197,,81,,Wet,0.18,0.25714,,0.25714
Catostomus,commersoni,Whole body,44.89778,-70.54278,1993-06-01,Composite,5,324,,345,,Wet,0.18,0.25714,,0.25714
Salvelinus,fontinalis,"Fillet, skin off",44.89778,-70.55444,1993-06-01,Composite,5,249,,230,,Wet,0.37,,,0.37
Salvelinus,fontinalis,Whole body,44.89778,-70.55444,1993-06-01,Composite,5,254,,225,,Wet,0.33,0.47142,,0.47142
Catostomus,commersoni,Whole body,44.89778,-70.55444,1993-06-01,Composite,5,352,,431,,Wet,0.12,0.17142,,0.17142
Micropterus,salmoides,"Fillet, skin off",44.26056,-70.58639,1993-06-01,Composite,5,360,,667,,Wet,0.54,,,0.54
Micropterus,salmoides,Whole body,44.26056,-70.58639,1993-06-01,Composite,5,384,,810,,Wet,0.48,0.68571,,0.68571
Ictalurus,nebulosus,Whole body,44.26056,-70.58639,1994-05-01,Composite,5,273,,286,,Wet,0.28,0.4,,0.4
Micropterus,salmoides,Whole body,43.535,-70.64278,1993-06-01,Composite,4,301,,355,,Wet,0.59,0.84285,,0.84285
Micropterus,salmoides,"Fillet, skin off",43.535,-70.64278,1993-06-01,Composite,5,286,,296,,Wet,0.52,,,0.52
Ictalurus,nebulosus,Whole body,43.535,-70.64278,1994-06-01,Composite,5,227,,175,,Wet,0.36,0.51428,,0.51428
Micropterus,salmoides,"Fillet, skin off",44.30667,-70.65444,1993-06-01,Composite,5,337,,550,,Wet,0.9,,,0.9
Catostomus,commersoni,Whole body,44.30667,-70.65444,1993-06-01,Composite,5,409,,696,,Wet,0.7,1,,1
Micropterus,salmoides,Whole body,44.30667,-70.65444,1993-06-01,Composite,5,348,,557,,Wet,0.57,0.81428,,0.81428
Salvelinus,namaycush,"Fillet, skin off",45.35222,-70.69722,1993-07-01,Composite,5,452,,806,,Wet,0.91,,,0.91
Salvelinus,namaycush,Whole body,45.35222,-70.69722,1993-07-01,Composite,5,418,,644,,Wet,0.76,1.08571,,1.08571
Catostomus,commersoni,Whole body,45.35222,-70.69722,1993-07-01,Composite,5,373,,531,,Wet,0.25,0.35714,,0.35714
Salvelinus,namaycush,"Fillet, skin off",43.59667,-70.70722,1993-07-01,Composite,3,560,,1585,,Wet,0.77,,,0.77
Salvelinus,namaycush,Whole body,43.59667,-70.70722,1993-07-01,Composite,3,469,,957,,Wet,0.3,0.42857,,0.42857
Catostomus,commersoni,Whole body,43.59667,-70.70722,1993-07-01,Composite,3,504,,1492,,Wet,0.16,0.22857,,0.22857
Micropterus,salmoides,"Fillet, skin off",43.36278,-70.73972,1993-06-01,Composite,4,390,,899,,Wet,0.75,,,0.75
Micropterus,salmoides,Whole body,43.36278,-70.73972,1993-06-01,Composite,4,398,,1009,,Wet,0.74,1.05714,,1.05714
Catostomus,commersoni,Whole body,43.36278,-70.73972,1993-06-01,Composite,5,435,,965,,Wet,0.28,0.4,,0.4
Salvelinus,fontinalis,Whole body,45.36583,-70.74806,1993-05-01,Composite,3,242,,142,,Wet,0.23,0.32857,,0.32857
Salvelinus,fontinalis,"Fillet, skin off",45.36583,-70.74806,1993-05-01,Composite,4,227,,111,,Wet,0.16,,,0.16
Catostomus,commersoni,Whole body,45.36583,-70.74806,1993-05-01,Composite,5,355,,452,,Wet,0.15,0.21428,,0.21428
Morone,americana,"Fillet, skin off",43.25583,-70.76361,1993-05-01,Composite,5,260,,235,,Wet,0.28,,,0.28
Morone,americana,Whole body,43.25583,-70.76361,1993-05-01,Composite,5,257,,245,,Wet,0.34,0.48571,,0.48571
Catostomus,commersoni,Whole body,43.25583,-70.76361,1993-05-01,Composite,5,443,,1040,,Wet,0.16,0.22857,,0.22857
Ictalurus,nebulosus,Whole body,43.95167,-70.78056,1993-06-01,Composite,2,365,,815,,Wet,0.12,0.17142,,0.17142
Micropterus,salmoides,"Fillet, skin off",43.95167,-70.78056,1993-06-01,Composite,5,392,,981,,Wet,0.73,,,0.73
Micropterus,salmoides,Whole body,43.95167,-70.78056,1993-05-01,Composite,5,389,,907,,Wet,0.42,0.6,,0.6
Micropterus,salmoides,"Fillet, skin off",43.99639,-70.82389,1993-06-01,Composite,5,293,,328,,Wet,0.27,,,0.27
Micropterus,salmoides,Whole body,43.99639,-70.82389,1993-06-01,Composite,5,279,,275,,Wet,0.31,0.44285,,0.44285
Ictalurus,nebulosus,Whole body,43.99639,-70.82389,1993-06-01,Composite,5,318,,461,,Wet,0.13,0.18571,,0.18571
Micropterus,dolomieui,"Fillet, skin off",44.265,-70.83694,1993-07-01,Composite,2,377,,675,,Wet,0.89,,,0.89
Micropterus,dolomieui,Whole body,44.265,-70.83694,1993-07-01,Composite,2,405,,858,,Wet,0.76,1.08571,,1.08571
Catostomus,commersoni,Whole body,44.265,-70.83694,1993-06-01,Composite,5,466,,950,,Wet,0.26,0.37142,,0.37142
Perca,flavescens,"Fillet, skin off",43.64889,-70.87861,1993-06-01,Composite,5,294,,348,,Wet,0.18,,,0.18
Perca,flavescens,Whole body,43.64889,-70.87861,1993-06-01,Composite,5,299,,349,,Wet,0.21,0.3,,0.3
Catostomus,commersoni,Whole body,43.92444,-70.88583,1993-06-01,Composite,4,387,,583,,Wet,0.086,0.12285,,0.12285
Micropterus,salmoides,"Fillet, skin off",43.92444,-70.88583,1993-06-01,Composite,5,330,,510,,Wet,0.77,,,0.77
Micropterus,salmoides,Whole body,43.92444,-70.88583,1993-06-01,Composite,5,315,,501,,Wet,0.44,0.62857,,0.62857
Esox,niger,"Fillet, skin off",44.00667,-70.89028,1993-06-01,Composite,5,365,,312,,Wet,0.6,,,0.6
Esox,niger,Whole body,44.00667,-70.89028,1993-06-01,Composite,5,397,,356,,Wet,0.81,1.15714,,1.15714
Catostomus,commersoni,Whole body,44.00667,-70.89028,1993-06-01,Composite,5,418,,728,,Wet,0.33,0.47142,,0.47142
Salmo,trutta,"Fillet, skin off",44.00194,-70.92667,1993-07-01,Composite,5,445,,993,,Wet,0.45,,,0.45
Salmo,trutta,Whole body,44.00194,-70.92667,1993-07-01,Composite,5,407,,702,,Wet,0.56,0.8,,0.8
Catostomus,commersoni,Whole body,44.00194,-70.92667,1993-07-01,Composite,5,407,,796,,Wet,0.13,0.18571,,0.18571
Salvelinus,fontinalis,"Fillet, skin off",44.79889,-70.95333,1993-06-01,Composite,5,318,,406,,Wet,0.41,,,0.41
Salvelinus,fontinalis,Whole body,44.79889,-70.95333,1993-06-01,Composite,5,304,,282,,Wet,0.57,0.81428,,0.81428
Catostomus,commersoni,Whole body,44.79889,-70.95333,1993-06-01,Composite,5,245,,143,,Wet,0.17,0.24285,,0.24285
Perca,flavescens,"Fillet, skin on",43.18167,-70.96694,1992-05-18,Specimen,1,,220,,121,Wet,0.28,,,0.28
Ictalurus,nebulosus,"Fillet, skin off",43.18167,-70.96694,1992-05-18,Specimen,1,,240,,198,Wet,0.11,,,0.11
Perca,flavescens,"Fillet, skin on",43.18167,-70.96694,1992-05-18,Specimen,1,,280,,297,Wet,0.51,,,0.51
Salvelinus,fontinalis,"Fillet, skin off",45.18083,-70.98139,1993-05-01,Composite,3,280,,208,,Wet,0.13,,,0.13
Salvelinus,fontinalis,Whole body,45.18083,-70.98139,1993-05-01,Composite,3,292,,236,,Wet,0.39,0.55714,,0.55714
Catostomus,commersoni,Whole body,45.18083,-70.98139,1993-05-01,Composite,5,455,,1103,,Wet,0.59,0.84285,,0.84285
Catostomus,commersoni,Whole body,45.17917,-70.98222,1993-05-01,Composite,5,395,,477,,Wet,0.7,1,,1
Ictalurus,nebulosus,Whole body,43.61667,-70.98444,1993-07-01,Composite,2,331,,425,,Wet,0.3,0.42857,,0.42857
Micropterus,salmoides,"Fillet, skin off",43.61667,-70.98444,1993-07-01,Composite,5,378,,769,,Wet,0.77,,,0.77
Micropterus,salmoides,Whole body,43.61667,-70.98444,1993-07-01,Composite,5,359,,663,,Wet,0.59,0.84285,,0.84285
Perca,flavescens,"Fillet, skin off",44.79028,-71.01306,1993-09-01,Composite,5,284,,266,,Wet,0.29,,,0.29
Perca,flavescens,Whole body,44.79028,-71.01306,1993-09-01,Composite,5,281,,246,,Wet,0.7,1,,1
Catostomus,commersoni,Whole body,44.79028,-71.01306,1993-09-01,Composite,5,416,,712,,Wet,0.3,0.42857,,0.42857
Morone,americana,"Fillet, skin on",43.52889,-71.02167,1992-04-01,Specimen,1,,220,,179,Wet,0.11,,,0.11
Perca,flavescens,"Fillet, skin on",43.52889,-71.02167,1992-04-01,Specimen,1,,230,,232,Wet,0.11,,,0.11
Perca,flavescens,"Fillet, skin on",43.52889,-71.02167,1992-04-01,Specimen,1,,290,,286,Wet,0.19,,,0.19
Esox,niger,"Fillet, skin on",43.52889,-71.02167,1992-04-01,Specimen,1,,580,883,883,Wet,0.4,,,0.4
Perca,flavescens,"Fillet, skin off",43.61417,-71.04056,1995-07-15,Specimen,1,,210,,98,Wet,0.31,,,0.31
Micropterus,dolomieui,"Fillet, skin off",43.61417,-71.04056,1995-07-15,Specimen,1,,270,,256,Wet,0.45,,,0.45
Esox,niger,"Fillet, skin off",43.61417,-71.04056,1995-07-15,Specimen,1,,370,268,268,Wet,0.59,,,0.59
Micropterus,salmoides,"Fillet, skin off",43.61417,-71.04056,1995-07-15,Specimen,1,,330,533,533,Wet,0.51,,,0.51
Micropterus,salmoides,"Fillet, skin off",43.31194,-71.05528,1995-07-09,Specimen,1,,280,,301,Wet,0.32,,,0.32
Micropterus,salmoides,"Fillet, skin off",43.31194,-71.05528,1995-07-09,Specimen,1,,280,,323,Wet,0.31,,,0.31
Micropterus,salmoides,"Fillet, skin off",43.31194,-71.05528,1995-07-09,Specimen,1,,300,,345,Wet,0.51,,,0.51
Micropterus,salmoides,"Fillet, skin off",43.31194,-71.05528,1995-07-09,Specimen,1,,380,671,671,Wet,0.69,,,0.69
Perca,flavescens,"Fillet, skin on",43.96306,-71.06028,1992-04-01,Specimen,1,,180,,63,Wet,0.28,,,0.28
Perca,flavescens,"Fillet, skin on",43.96306,-71.06028,1992-04-01,Specimen,1,,190,,64,Wet,0.25,,,0.25
Perca,flavescens,"Fillet, skin on",43.96306,-71.06028,1992-04-01,Specimen,1,,190,,75,Wet,0.35,,,0.35
Esox,niger,"Fillet, skin on",43.96306,-71.06028,1992-04-01,Specimen,1,,410,314,314,Wet,0.34,,,0.34
Esox,niger,"Fillet, skin on",43.96306,-71.06028,1992-04-01,Specimen,1,,480,488,488,Wet,0.84,,,0.84
Osmerus,mordax,Whole body,43.85444,-71.09722,1992-04-01,Composite,,80,,,,Wet,0.16,0.22857,,0.22857
Osmerus,mordax,Whole body,43.85444,-71.09722,1992-04-01,Composite,,80,,,,Wet,0.09,0.12857,,0.12857
Esox,niger,"Fillet, skin on",43.67222,-71.15389,,Specimen,1,,420,480,480,Wet,0.31,,,0.31
Esox,niger,"Fillet, skin on",43.67222,-71.15389,,Specimen,1,,430,499,499,Wet,0.28,,,0.28
Micropterus,salmoides,"Fillet, skin off",43.25,-71.18333,1995-08-04,Specimen,1,,260,,178,Wet,0.21,,,0.21
Oncorhynchus,mykiss,"Fillet, skin off",43.25,-71.18333,1995-08-04,Specimen,1,,350,395,395,Wet,0.05,,,0.05
Morone,americana,"Fillet, skin off",43.25,-71.18333,1995-07-29,Specimen,1,,340,794,794,Wet,0.9,,,0.9
Salvelinus,fontinalis,"Fillet, skin on",45.02167,-71.19917,1994-08-03,Composite,2,150,,41,,Wet,0.13,,,0.13
Esox,niger,"Fillet, skin on",43.83889,-71.21056,1993-09-16,Specimen,1,,290,,140,Wet,0.22,,,0.22
Esox,niger,"Fillet, skin on",43.83889,-71.21056,1993-09-16,Specimen,1,,310,,166,Wet,0.2,,,0.2
Esox,niger,"Fillet, skin on",43.71056,-71.21472,1993-07-23,Specimen,1,,280,,130,Wet,0.13,,,0.13
Esox,niger,"Fillet, skin on",43.71056,-71.21472,1993-07-23,Specimen,1,,340,218,218,Wet,0.21,,,0.21
Esox,niger,"Fillet, skin on",43.71056,-71.21472,1993-07-23,Specimen,1,,360,233,233,Wet,0.16,,,0.16
Esox,niger,"Fillet, skin on",43.71056,-71.21472,1993-07-23,Specimen,1,,350,243,243,Wet,0.21,,,0.21
Morone,americana,"Fillet, skin off",43.39139,-71.22694,1995-06-24,Specimen,1,,230,,166,Wet,0.39,,,0.39
Morone,americana,"Fillet, skin off",43.39139,-71.22694,1995-06-24,Specimen,1,,240,,183,Wet,0.39,,,0.39
Morone,americana,"Fillet, skin off",43.39139,-71.22694,1995-06-24,Specimen,1,,250,,185,Wet,0.42,,,0.42
Micropterus,dolomieui,"Fillet, skin off",43.39139,-71.22694,1995-06-24,Specimen,1,,310,,411,Wet,0.58,,,0.58
Micropterus,salmoides,"Fillet, skin off",43.39139,-71.22694,1995-06-24,Specimen,1,,430,970,970,Wet,0.81,,,0.81
Ictalurus,nebulosus,"Fillet, skin off",44.5,-71.26667,1992-04-01,Specimen,1,,230,,163,Wet,0.17,,,0.17
Ictalurus,nebulosus,"Fillet, skin off",44.5,-71.26667,1992-04-01,Specimen,1,,250,,164,Wet,0.17,,,0.17
Ictalurus,nebulosus,"Fillet, skin off",44.5,-71.26667,1992-04-01,Specimen,1,,240,,180,Wet,0.14,,,0.14
Morone,americana,"Fillet, skin off",43.17806,-71.27389,1995-07-23,Specimen,1,,360,306,306,Wet,0.19,,,0.19
Micropterus,dolomieui,"Fillet, skin off",43.17806,-71.27389,1995-06-30,Specimen,1,,390,997,997,Wet,0.95,,,0.95
Micropterus,salmoides,"Fillet, skin off",43.17806,-71.27389,1995-07-05,Specimen,1,,450,1370,1370,Wet,0.72,,,0.72
Micropterus,salmoides,"Fillet, skin off",42.76167,-71.30722,1995-07-21,Specimen,1,,350,680,680,Wet,1.19,,,1.19
Micropterus,salmoides,"Fillet, skin off",42.76167,-71.30722,1995-07-21,Specimen,1,,360,816,816,Wet,1.21,,,1.21
Micropterus,dolomieui,"Fillet, skin off",43.44583,-71.30833,1995-08-05,Specimen,1,,460,1451,1451,Wet,1.56,,,1.56
Salvelinus,fontinalis,"Fillet, skin on",45.105,-71.3375,1994-08-03,Composite,2,160,,49,,Wet,0.1,,,0.1
Salvelinus,namaycush,"Fillet, skin on",43.59028,-71.34028,1992-07-01,Specimen,1,,260,,135,Wet,0.1,,,0.1
Salvelinus,namaycush,"Fillet, skin on",43.59028,-71.34028,1992-07-01,Specimen,1,,280,,191,Wet,0.1,,,0.1
Salmo,salar,"Fillet, skin on",43.59028,-71.34028,1992-04-01,Specimen,1,,390,650,650,Wet,0.13,,,0.13
Coregonus,clupeaformis,"Fillet, skin on",43.59028,-71.34028,1993-10-28,Specimen,1,,440,964,964,Wet,0.1,,,0.1
Salvelinus,namaycush,"Fillet, skin on",43.59028,-71.34028,1992-07-01,Specimen,1,,440,1021,1021,Wet,0.15,,,0.15
Salvelinus,namaycush,"Fillet, skin on",43.59028,-71.34028,1992-07-01,Specimen,1,,470,1077,1077,Wet,0.11,,,0.11
Salmo,salar,"Fillet, skin on",43.59028,-71.34028,1992-04-01,Specimen,1,,500,1175,1175,Wet,0.17,,,0.17
Salvelinus,namaycush,"Fillet, skin on",43.59028,-71.34028,1992-07-01,Specimen,1,,510,1304,1304,Wet,0.14,,,0.14
Salvelinus,fontinalis,"Fillet, skin on",45.09778,-71.36972,1994-08-02,Composite,2,160,,48,,Wet,0.1,,,0.1
Perca,flavescens,"Fillet, skin on",43.35083,-71.37444,1992-04-01,Specimen,1,,200,,147,Wet,0.23,,,0.23
Perca,flavescens,"Fillet, skin on",43.35083,-71.37444,1992-04-01,Specimen,1,,290,,184,Wet,0.19,,,0.19
Esox,niger,"Fillet, skin on",43.35083,-71.37444,1992-04-01,Specimen,1,,520,317,317,Wet,0.17,,,0.17
Esox,niger,"Fillet, skin on",43.35083,-71.37444,1992-04-01,Specimen,1,,370,494,494,Wet,0.53,,,0.53
Perca,flavescens,"Fillet, skin off",43.73917,-71.39667,1995-06-25,Specimen,1,,230,,139,Wet,0.35,,,0.35
Micropterus,salmoides,"Fillet, skin off",43.73917,-71.39667,1995-06-25,Specimen,1,,210,,148,Wet,0.37,,,0.37
